[BUSQUEDA RUTAS] 2246 tareas de busqueda paralela completadas [2291ms]
[BUSQUEDA RUTAS] 712 tareas de busqueda paralela completadas [48ms]
  [DIAG-ALNS] PAQUETES INCOMPLETOS: 6712
    [SIN RUTAS CANDIDATAS] 6712 paquetes (rutas fuera de deadline o ventana):
      EBCI-000008482 | EBCI→LOWW | cant=1 | creado=2026-06-21T18:06 | deadline=2026-06-22T18:06
      SGAS-000008222 | SGAS→OMDB | cant=2 | creado=2026-06-20T10:39 | deadline=2026-06-22T10:39

      SGAS-000008223 | SGAS→OSDI | cant=2 | creado=2026-06-20T10:46 | deadline=2026-06-22T10:46

      SGAS-000008224 | SGAS→UMMS | cant=2 | creado=2026-06-20T10:04 | deadline=2026-06-22T10:04

      SGAS-000008225 | SGAS→EHAM | cant=2 | creado=2026-06-20T11:14 | deadline=2026-06-22T11:14

      SGAS-000008226 | SGAS→OYSN | cant=2 | creado=2026-06-20T11:25 | deadline=2026-06-22T11:25

      SGAS-000008227 | SGAS→SVMI | cant=2 | creado=2026-06-20T11:41 | deadline=2026-06-21T11:41

      SGAS-000008228 | SGAS→OOMS | cant=2 | creado=2026-06-20T11:48 | deadline=2026-06-22T11:48

      SGAS-000008229 | SGAS→EKCH | cant=2 | creado=2026-06-20T12:09 | deadline=2026-06-22T12:09

      SGAS-000008230 | SGAS→OMDB | cant=2 | creado=2026-06-20T12:17 | deadline=2026-06-22T12:17

      SGAS-000008231 | SGAS→OYSN | cant=2 | creado=2026-06-20T12:29 | deadline=2026-06-22T12:29

      SGAS-000008232 | SGAS→LBSF | cant=2 | creado=2026-06-20T12:43 | deadline=2026-06-22T12:43

      SGAS-000008233 | SGAS→SBBR | cant=2 | creado=2026-06-20T12:58 | deadline=2026-06-21T12:58

      SGAS-000008234 | SGAS→SCEL | cant=2 | creado=2026-06-20T13:11 | deadline=2026-06-21T13:11

      SGAS-000008235 | SGAS→EDDI | cant=2 | creado=2026-06-20T13:20 | deadline=2026-06-22T13:20

      SGAS-000008236 | SGAS→SKBO | cant=2 | creado=2026-06-20T13:37 | deadline=2026-06-21T13:37

      SGAS-000008237 | SGAS→EBCI | cant=2 | creado=2026-06-20T13:51 | deadline=2026-06-22T13:51

      SGAS-000008238 | SGAS→EHAM | cant=2 | creado=2026-06-20T13:00 | deadline=2026-06-22T13:00

      SGAS-000008239 | SGAS→SABE | cant=2 | creado=2026-06-20T14:17 | deadline=2026-06-21T14:17

      SGAS-000008240 | SGAS→EDDI | cant=2 | creado=2026-06-20T14:30 | deadline=2026-06-22T14:30

      SGAS-000008241 | SGAS→LDZA | cant=2 | creado=2026-06-20T14:37 | deadline=2026-06-22T14:37

      SGAS-000008242 | SGAS→SVMI | cant=2 | creado=2026-06-20T14:55 | deadline=2026-06-21T14:55

      SGAS-000008243 | SGAS→SUAA | cant=2 | creado=2026-06-20T15:11 | deadline=2026-06-21T15:11

      SGAS-000008244 | SGAS→LBSF | cant=2 | creado=2026-06-20T15:24 | deadline=2026-06-22T15:24

      SGAS-000008245 | SGAS→EBCI | cant=2 | creado=2026-06-20T15:34 | deadline=2026-06-22T15:34

      SGAS-000008246 | SGAS→SKBO | cant=2 | creado=2026-06-20T15:46 | deadline=2026-06-21T15:46

      SGAS-000008247 | SGAS→SCEL | cant=2 | creado=2026-06-20T15:58 | deadline=2026-06-21T15:58

      SGAS-000008248 | SGAS→OOMS | cant=2 | creado=2026-06-20T16:16 | deadline=2026-06-22T16:16

      SGAS-000008249 | SGAS→SKBO | cant=2 | creado=2026-06-20T16:23 | deadline=2026-06-21T16:23

      SGAS-000008250 | SGAS→EHAM | cant=2 | creado=2026-06-20T16:34 | deadline=2026-06-22T16:34

      SGAS-000008251 | SGAS→EDDI | cant=2 | creado=2026-06-20T16:52 | deadline=2026-06-22T16:52

      SGAS-000008252 | SGAS→UBBB | cant=2 | creado=2026-06-20T17:01 | deadline=2026-06-22T17:01

      SGAS-000008253 | SGAS→EKCH | cant=2 | creado=2026-06-20T17:20 | deadline=2026-06-22T17:20

      SGAS-000008254 | SGAS→UMMS | cant=1 | creado=2026-06-20T17:26 | deadline=2026-06-22T17:26

      SGAS-000008255 | SGAS→LBSF | cant=1 | creado=2026-06-20T17:46 | deadline=2026-06-22T17:46

      SGAS-000008256 | SGAS→LOWW | cant=1 | creado=2026-06-20T17:55 | deadline=2026-06-22T17:55

      SGAS-000008257 | SGAS→SEQM | cant=1 | creado=2026-06-20T18:09 | deadline=2026-06-21T18:09

      SGAS-000008258 | SGAS→OJAI | cant=1 | creado=2026-06-20T18:27 | deadline=2026-06-22T18:27

      SGAS-000008259 | SGAS→EBCI | cant=1 | creado=2026-06-20T18:36 | deadline=2026-06-22T18:36

      SGAS-000008260 | SGAS→SKBO | cant=1 | creado=2026-06-20T18:53 | deadline=2026-06-21T18:53

      SGAS-000008261 | SGAS→SPIM | cant=1 | creado=2026-06-20T18:05 | deadline=2026-06-21T18:05

      SGAS-000008262 | SGAS→SKBO | cant=1 | creado=2026-06-20T19:14 | deadline=2026-06-21T19:14

      SGAS-000008263 | SGAS→EDDI | cant=1 | creado=2026-06-20T19:31 | deadline=2026-06-22T19:31

      SGAS-000008264 | SGAS→UMMS | cant=1 | creado=2026-06-20T19:44 | deadline=2026-06-22T19:44

      SGAS-000008265 | SGAS→OAKB | cant=1 | creado=2026-06-20T19:52 | deadline=2026-06-22T19:52

      SGAS-000008266 | SGAS→OOMS | cant=1 | creado=2026-06-20T20:04 | deadline=2026-06-22T20:04

      SGAS-000008267 | SGAS→VIDP | cant=1 | creado=2026-06-20T20:20 | deadline=2026-06-22T20:20

      SGAS-000008268 | SGAS→OYSN | cant=1 | creado=2026-06-20T20:32 | deadline=2026-06-22T20:32

      SGAS-000008269 | SGAS→OERK | cant=1 | creado=2026-06-20T20:45 | deadline=2026-06-22T20:45

      SGAS-000008270 | SGAS→SEQM | cant=1 | creado=2026-06-20T20:01 | deadline=2026-06-21T20:01

      SGAS-000008271 | SGAS→OAKB | cant=1 | creado=2026-06-20T21:12 | deadline=2026-06-22T21:12

      SGAS-000008272 | SGAS→OERK | cant=1 | creado=2026-06-20T21:28 | deadline=2026-06-22T21:28

      SGAS-000008273 | SGAS→EDDI | cant=1 | creado=2026-06-20T21:41 | deadline=2026-06-22T21:41

      SGAS-000008274 | SGAS→SKBO | cant=1 | creado=2026-06-20T21:54 | deadline=2026-06-21T21:54

      SGAS-000008275 | SGAS→OPKC | cant=1 | creado=2026-06-20T21:00 | deadline=2026-06-22T21:00

      SGAS-000008276 | SGAS→OAKB | cant=1 | creado=2026-06-20T22:20 | deadline=2026-06-22T22:20

      SGAS-000008277 | SGAS→SLLP | cant=1 | creado=2026-06-20T22:32 | deadline=2026-06-21T22:32

      SGAS-000008278 | SGAS→SKBO | cant=1 | creado=2026-06-20T22:47 | deadline=2026-06-21T22:47

      SGAS-000008279 | SGAS→OERK | cant=1 | creado=2026-06-20T22:54 | deadline=2026-06-22T22:54

      SGAS-000008280 | SGAS→SKBO | cant=1 | creado=2026-06-20T23:10 | deadline=2026-06-21T23:10

      SGAS-000008281 | SGAS→OSDI | cant=1 | creado=2026-06-20T23:18 | deadline=2026-06-22T23:18

      SGAS-000008282 | SGAS→EDDI | cant=1 | creado=2026-06-20T23:33 | deadline=2026-06-22T23:33

      SGAS-000008283 | SGAS→OSDI | cant=1 | creado=2026-06-20T23:48 | deadline=2026-06-22T23:48

      SGAS-000008284 | SGAS→OERK | cant=1 | creado=2026-06-20T23:59 | deadline=2026-06-22T23:59

      SGAS-000008285 | SGAS→OSDI | cant=1 | creado=2026-06-21T00:18 | deadline=2026-06-23T00:18

      SGAS-000008286 | SGAS→SLLP | cant=1 | creado=2026-06-21T00:23 | deadline=2026-06-22T00:23

      SGAS-000008287 | SGAS→OYSN | cant=1 | creado=2026-06-21T00:41 | deadline=2026-06-23T00:41

      SGAS-000008288 | SGAS→EDDI | cant=1 | creado=2026-06-21T00:52 | deadline=2026-06-23T00:52

      SGAS-000008289 | SGAS→SPIM | cant=1 | creado=2026-06-21T01:09 | deadline=2026-06-22T01:09

      SGAS-000008290 | SGAS→OSDI | cant=3 | creado=2026-06-21T04:23 | deadline=2026-06-23T04:23

      SGAS-000008291 | SGAS→SABE | cant=3 | creado=2026-06-21T04:47 | deadline=2026-06-22T04:47

      SGAS-000008292 | SGAS→OPKC | cant=3 | creado=2026-06-21T05:08 | deadline=2026-06-23T05:08

      SGAS-000008293 | SGAS→EBCI | cant=3 | creado=2026-06-21T05:27 | deadline=2026-06-23T05:27

      SGAS-000008294 | SGAS→OYSN | cant=3 | creado=2026-06-21T05:50 | deadline=2026-06-23T05:50

      SGAS-000008295 | SGAS→OAKB | cant=3 | creado=2026-06-21T06:14 | deadline=2026-06-23T06:14

      SGAS-000008296 | SGAS→LOWW | cant=3 | creado=2026-06-21T06:33 | deadline=2026-06-23T06:33

      SGAS-000008297 | SGAS→OAKB | cant=3 | creado=2026-06-21T06:51 | deadline=2026-06-23T06:51

      SGAS-000008298 | SGAS→SVMI | cant=3 | creado=2026-06-21T07:12 | deadline=2026-06-22T07:12

      SGAS-000008299 | SGAS→OAKB | cant=3 | creado=2026-06-21T07:37 | deadline=2026-06-23T07:37

      SGAS-000008300 | SGAS→OSDI | cant=3 | creado=2026-06-21T07:53 | deadline=2026-06-23T07:53

      SGAS-000008301 | SGAS→OYSN | cant=3 | creado=2026-06-21T08:17 | deadline=2026-06-23T08:17

      SGAS-000008302 | SGAS→LDZA | cant=3 | creado=2026-06-21T08:39 | deadline=2026-06-23T08:39

      SGAS-000008303 | SGAS→OOMS | cant=3 | creado=2026-06-21T08:55 | deadline=2026-06-23T08:55

      SGAS-000008304 | SGAS→EDDI | cant=3 | creado=2026-06-21T09:20 | deadline=2026-06-23T09:20

      SGAS-000008305 | SGAS→OSDI | cant=3 | creado=2026-06-21T09:40 | deadline=2026-06-23T09:40

      SGAS-000008306 | SGAS→UBBB | cant=3 | creado=2026-06-21T09:05 | deadline=2026-06-23T09:05

      SGAS-000008307 | SGAS→LKPR | cant=3 | creado=2026-06-21T10:20 | deadline=2026-06-23T10:20

      SGAS-000008308 | SGAS→OERK | cant=3 | creado=2026-06-21T10:41 | deadline=2026-06-23T10:41

      SGAS-000008309 | SGAS→LBSF | cant=3 | creado=2026-06-21T11:02 | deadline=2026-06-23T11:02

      SGAS-000008310 | SGAS→SEQM | cant=3 | creado=2026-06-21T11:29 | deadline=2026-06-22T11:29

      SGAS-000008311 | SGAS→SPIM | cant=3 | creado=2026-06-21T11:50 | deadline=2026-06-22T11:50

      SGAS-000008312 | SGAS→SCEL | cant=3 | creado=2026-06-21T12:08 | deadline=2026-06-22T12:08

      SGAS-000008313 | SGAS→EDDI | cant=3 | creado=2026-06-21T12:32 | deadline=2026-06-23T12:32

      SGAS-000008314 | SGAS→OOMS | cant=3 | creado=2026-06-21T12:45 | deadline=2026-06-23T12:45

      SGAS-000008315 | SGAS→EKCH | cant=3 | creado=2026-06-21T13:13 | deadline=2026-06-23T13:13

      SGAS-000008316 | SGAS→LATI | cant=3 | creado=2026-06-21T13:27 | deadline=2026-06-23T13:27

      SGAS-000008317 | SGAS→EDDI | cant=3 | creado=2026-06-21T13:49 | deadline=2026-06-23T13:49

      SGAS-000008318 | SGAS→OOMS | cant=3 | creado=2026-06-21T14:13 | deadline=2026-06-23T14:13

      SGAS-000008319 | SGAS→LOWW | cant=3 | creado=2026-06-21T14:34 | deadline=2026-06-23T14:34

      SGAS-000008320 | SGAS→SCEL | cant=3 | creado=2026-06-21T14:57 | deadline=2026-06-22T14:57

      SGAS-000008321 | SGAS→LOWW | cant=3 | creado=2026-06-21T15:19 | deadline=2026-06-23T15:19

      SGAS-000008322 | SGAS→LKPR | cant=3 | creado=2026-06-21T15:37 | deadline=2026-06-23T15:37

      SGAS-000008323 | SGAS→SKBO | cant=3 | creado=2026-06-21T15:01 | deadline=2026-06-22T15:01

      SGAS-000008324 | SGAS→LBSF | cant=3 | creado=2026-06-21T16:21 | deadline=2026-06-23T16:21

      SGAS-000008325 | SGAS→SABE | cant=3 | creado=2026-06-21T16:43 | deadline=2026-06-22T16:43

      SGAS-000008326 | SGAS→SUAA | cant=3 | creado=2026-06-21T16:04 | deadline=2026-06-22T16:04

      SGAS-000008327 | SGAS→SPIM | cant=3 | creado=2026-06-21T17:27 | deadline=2026-06-22T17:27

      SGAS-000008328 | SGAS→SCEL | cant=3 | creado=2026-06-21T17:40 | deadline=2026-06-22T17:40

      SGAS-000008329 | SGAS→OSDI | cant=3 | creado=2026-06-21T18:02 | deadline=2026-06-23T18:02

      SGAS-000008330 | SGAS→UMMS | cant=3 | creado=2026-06-21T18:29 | deadline=2026-06-23T18:29

      SGAS-000008331 | SGAS→SPIM | cant=3 | creado=2026-06-21T18:44 | deadline=2026-06-22T18:44

      SGAS-000008332 | SGAS→OPKC | cant=3 | creado=2026-06-21T19:05 | deadline=2026-06-23T19:05

      SGAS-000008333 | SGAS→LBSF | cant=3 | creado=2026-06-21T19:32 | deadline=2026-06-23T19:32

      SGAS-000008334 | SGAS→SABE | cant=3 | creado=2026-06-21T19:48 | deadline=2026-06-22T19:48

      SGAS-000008335 | SGAS→VIDP | cant=3 | creado=2026-06-21T20:13 | deadline=2026-06-23T20:13

      SGAS-000008336 | SGAS→SPIM | cant=2 | creado=2026-06-21T20:30 | deadline=2026-06-22T20:30

      SGAS-000008337 | SGAS→SLLP | cant=2 | creado=2026-06-21T20:55 | deadline=2026-06-22T20:55

      SGAS-000008338 | SGAS→SKBO | cant=2 | creado=2026-06-21T21:11 | deadline=2026-06-22T21:11

      SGAS-000008339 | SGAS→VIDP | cant=2 | creado=2026-06-21T21:31 | deadline=2026-06-23T21:31

      SGAS-000008340 | SGAS→LBSF | cant=2 | creado=2026-06-21T21:55 | deadline=2026-06-23T21:55

      SGAS-000008341 | SGAS→EDDI | cant=2 | creado=2026-06-21T22:12 | deadline=2026-06-23T22:12

      SGAS-000008342 | SGAS→SBBR | cant=2 | creado=2026-06-21T22:35 | deadline=2026-06-22T22:35

      SGAS-000008343 | SGAS→SUAA | cant=2 | creado=2026-06-21T22:56 | deadline=2026-06-22T22:56

      SGAS-000008344 | SGAS→EDDI | cant=2 | creado=2026-06-21T23:16 | deadline=2026-06-23T23:16

      SGAS-000008345 | SGAS→LATI | cant=2 | creado=2026-06-21T23:44 | deadline=2026-06-23T23:44

      SGAS-000008346 | SGAS→EBCI | cant=2 | creado=2026-06-21T23:57 | deadline=2026-06-23T23:57

      SKBO-000008140 | SKBO→SLLP | cant=2 | creado=2026-06-19T05:13 | deadline=2026-06-20T05:13

      SKBO-000008141 | SKBO→OPKC | cant=2 | creado=2026-06-19T05:28 | deadline=2026-06-21T05:28

      SKBO-000008142 | SKBO→LBSF | cant=2 | creado=2026-06-19T05:45 | deadline=2026-06-21T05:45

      SKBO-000008143 | SKBO→UBBB | cant=2 | creado=2026-06-19T05:58 | deadline=2026-06-21T05:58

      SKBO-000008144 | SKBO→SPIM | cant=2 | creado=2026-06-19T06:08 | deadline=2026-06-20T06:08

      SKBO-000008145 | SKBO→OERK | cant=2 | creado=2026-06-19T06:20 | deadline=2026-06-21T06:20

      SKBO-000008146 | SKBO→OJAI | cant=2 | creado=2026-06-19T06:31 | deadline=2026-06-21T06:31

      SKBO-000008147 | SKBO→UMMS | cant=2 | creado=2026-06-19T06:45 | deadline=2026-06-21T06:45

      SKBO-000008148 | SKBO→LDZA | cant=2 | creado=2026-06-19T06:59 | deadline=2026-06-21T06:59

      SKBO-000008149 | SKBO→UBBB | cant=2 | creado=2026-06-19T07:19 | deadline=2026-06-21T07:19

      SKBO-000008150 | SKBO→EKCH | cant=2 | creado=2026-06-19T07:27 | deadline=2026-06-21T07:27

      SKBO-000008151 | SKBO→SPIM | cant=2 | creado=2026-06-19T07:41 | deadline=2026-06-20T07:41

      SKBO-000008152 | SKBO→VIDP | cant=2 | creado=2026-06-19T07:49 | deadline=2026-06-21T07:49

      SKBO-000008153 | SKBO→OAKB | cant=2 | creado=2026-06-19T08:03 | deadline=2026-06-21T08:03

      SKBO-000008154 | SKBO→SGAS | cant=2 | creado=2026-06-19T08:15 | deadline=2026-06-20T08:15

      SKBO-000008155 | SKBO→OJAI | cant=2 | creado=2026-06-19T08:36 | deadline=2026-06-21T08:36

      SKBO-000008156 | SKBO→EKCH | cant=2 | creado=2026-06-19T08:46 | deadline=2026-06-21T08:46

      SKBO-000008157 | SKBO→SABE | cant=2 | creado=2026-06-19T08:01 | deadline=2026-06-20T08:01

      SKBO-000008158 | SKBO→OJAI | cant=2 | creado=2026-06-19T09:11 | deadline=2026-06-21T09:11

      SKBO-000008159 | SKBO→EBCI | cant=2 | creado=2026-06-19T09:25 | deadline=2026-06-21T09:25

      SKBO-000008160 | SKBO→SCEL | cant=2 | creado=2026-06-19T09:42 | deadline=2026-06-20T09:42

      SKBO-000008161 | SKBO→SGAS | cant=2 | creado=2026-06-19T09:54 | deadline=2026-06-20T09:54

      SKBO-000008162 | SKBO→OMDB | cant=2 | creado=2026-06-19T09:05 | deadline=2026-06-21T09:05

      SKBO-000008163 | SKBO→SUAA | cant=2 | creado=2026-06-19T10:17 | deadline=2026-06-20T10:17

      SKBO-000008164 | SKBO→EDDI | cant=2 | creado=2026-06-19T10:27 | deadline=2026-06-21T10:27

      SKBO-000008165 | SKBO→EKCH | cant=2 | creado=2026-06-19T10:44 | deadline=2026-06-21T10:44

      SKBO-000008166 | SKBO→LDZA | cant=2 | creado=2026-06-19T10:52 | deadline=2026-06-21T10:52

      SKBO-000008167 | SKBO→OPKC | cant=2 | creado=2026-06-19T11:11 | deadline=2026-06-21T11:11

      SKBO-000008168 | SKBO→SCEL | cant=2 | creado=2026-06-19T11:22 | deadline=2026-06-20T11:22

      SKBO-000008169 | SKBO→OYSN | cant=2 | creado=2026-06-19T11:36 | deadline=2026-06-21T11:36

      SKBO-000008170 | SKBO→SLLP | cant=2 | creado=2026-06-19T11:47 | deadline=2026-06-20T11:47

      SKBO-000008171 | SKBO→OOMS | cant=2 | creado=2026-06-19T11:58 | deadline=2026-06-21T11:58

      SKBO-000008172 | SKBO→SPIM | cant=2 | creado=2026-06-19T12:17 | deadline=2026-06-20T12:17

      SKBO-000008173 | SKBO→LATI | cant=2 | creado=2026-06-19T12:23 | deadline=2026-06-21T12:23

      SKBO-000008174 | SKBO→LKPR | cant=2 | creado=2026-06-19T12:43 | deadline=2026-06-21T12:43

      SKBO-000008175 | SKBO→SBBR | cant=2 | creado=2026-06-19T12:49 | deadline=2026-06-20T12:49

      SKBO-000008176 | SKBO→VIDP | cant=2 | creado=2026-06-19T13:09 | deadline=2026-06-21T13:09

      SKBO-000008177 | SKBO→SCEL | cant=2 | creado=2026-06-19T13:23 | deadline=2026-06-20T13:23

      SKBO-000008178 | SKBO→LDZA | cant=2 | creado=2026-06-19T13:29 | deadline=2026-06-21T13:29

      SKBO-000008179 | SKBO→LDZA | cant=2 | creado=2026-06-19T13:45 | deadline=2026-06-21T13:45

      SKBO-000008180 | SKBO→EKCH | cant=2 | creado=2026-06-19T13:02 | deadline=2026-06-21T13:02

      SKBO-000008181 | SKBO→LBSF | cant=2 | creado=2026-06-19T14:13 | deadline=2026-06-21T14:13

      SKBO-000008182 | SKBO→EKCH | cant=2 | creado=2026-06-19T14:24 | deadline=2026-06-21T14:24

      SKBO-000008183 | SKBO→VIDP | cant=2 | creado=2026-06-19T14:35 | deadline=2026-06-21T14:35

      SKBO-000008184 | SKBO→OYSN | cant=2 | creado=2026-06-19T14:48 | deadline=2026-06-21T14:48

      SKBO-000008185 | SKBO→LDZA | cant=2 | creado=2026-06-19T14:03 | deadline=2026-06-21T14:03

      SKBO-000008186 | SKBO→SLLP | cant=2 | creado=2026-06-19T15:14 | deadline=2026-06-20T15:14

      SKBO-000008187 | SKBO→SABE | cant=2 | creado=2026-06-19T15:31 | deadline=2026-06-20T15:31

      SKBO-000008188 | SKBO→SGAS | cant=2 | creado=2026-06-19T15:39 | deadline=2026-06-20T15:39

      SKBO-000008189 | SKBO→OAKB | cant=2 | creado=2026-06-19T15:50 | deadline=2026-06-21T15:50

      SKBO-000008190 | SKBO→SBBR | cant=2 | creado=2026-06-19T16:12 | deadline=2026-06-20T16:12

      SKBO-000008191 | SKBO→SUAA | cant=2 | creado=2026-06-19T16:18 | deadline=2026-06-20T16:18

      SKBO-000008192 | SKBO→SUAA | cant=2 | creado=2026-06-19T16:34 | deadline=2026-06-20T16:34

      SKBO-000008193 | SKBO→LKPR | cant=2 | creado=2026-06-19T16:49 | deadline=2026-06-21T16:49

      SKBO-000008194 | SKBO→SEQM | cant=2 | creado=2026-06-19T16:03 | deadline=2026-06-20T16:03

      SKBO-000008195 | SKBO→EKCH | cant=2 | creado=2026-06-19T17:13 | deadline=2026-06-21T17:13

      SKBO-000008196 | SKBO→LATI | cant=2 | creado=2026-06-19T17:21 | deadline=2026-06-21T17:21

      SKBO-000008197 | SKBO→SGAS | cant=2 | creado=2026-06-19T17:36 | deadline=2026-06-20T17:36

      SKBO-000008198 | SKBO→SABE | cant=2 | creado=2026-06-19T17:47 | deadline=2026-06-20T17:47

      SKBO-000008199 | SKBO→OYSN | cant=2 | creado=2026-06-19T18:00 | deadline=2026-06-21T18:00

      SKBO-000008200 | SKBO→SEQM | cant=2 | creado=2026-06-19T18:20 | deadline=2026-06-20T18:20

      SKBO-000008201 | SKBO→LOWW | cant=2 | creado=2026-06-19T18:28 | deadline=2026-06-21T18:28

      SKBO-000008202 | SKBO→OSDI | cant=2 | creado=2026-06-19T18:41 | deadline=2026-06-21T18:41

      SKBO-000008203 | SKBO→OSDI | cant=2 | creado=2026-06-19T18:52 | deadline=2026-06-21T18:52

      SKBO-000008204 | SKBO→OERK | cant=2 | creado=2026-06-19T19:09 | deadline=2026-06-21T19:09

      SKBO-000008205 | SKBO→OAKB | cant=2 | creado=2026-06-19T19:18 | deadline=2026-06-21T19:18

      SKBO-000008206 | SKBO→SVMI | cant=2 | creado=2026-06-19T19:32 | deadline=2026-06-20T19:32

      SKBO-000008207 | SKBO→EDDI | cant=2 | creado=2026-06-19T19:48 | deadline=2026-06-21T19:48

      SKBO-000008208 | SKBO→LOWW | cant=2 | creado=2026-06-19T19:04 | deadline=2026-06-21T19:04

      SKBO-000008209 | SKBO→SEQM | cant=1 | creado=2026-06-19T20:10 | deadline=2026-06-20T20:10

      SKBO-000008210 | SKBO→SUAA | cant=1 | creado=2026-06-19T20:27 | deadline=2026-06-20T20:27

      SKBO-000008211 | SKBO→EHAM | cant=1 | creado=2026-06-19T20:44 | deadline=2026-06-21T20:44

      SKBO-000008212 | SKBO→LOWW | cant=1 | creado=2026-06-19T20:54 | deadline=2026-06-21T20:54

      SKBO-000008213 | SKBO→LKPR | cant=1 | creado=2026-06-19T21:07 | deadline=2026-06-21T21:07

      SKBO-000008214 | SKBO→SEQM | cant=1 | creado=2026-06-19T21:22 | deadline=2026-06-20T21:22

      SKBO-000008215 | SKBO→UBBB | cant=1 | creado=2026-06-19T21:36 | deadline=2026-06-21T21:36

      SKBO-000008216 | SKBO→SCEL | cant=1 | creado=2026-06-19T21:50 | deadline=2026-06-20T21:50

      SKBO-000008217 | SKBO→EBCI | cant=1 | creado=2026-06-19T21:56 | deadline=2026-06-21T21:56

      SKBO-000008218 | SKBO→SABE | cant=1 | creado=2026-06-19T22:12 | deadline=2026-06-20T22:12

      SKBO-000008219 | SKBO→UMMS | cant=1 | creado=2026-06-19T22:22 | deadline=2026-06-21T22:22

      SKBO-000008220 | SKBO→LOWW | cant=1 | creado=2026-06-19T22:42 | deadline=2026-06-21T22:42

      SKBO-000008221 | SKBO→LKPR | cant=1 | creado=2026-06-19T22:48 | deadline=2026-06-21T22:48

      SKBO-000008222 | SKBO→OMDB | cant=1 | creado=2026-06-19T22:59 | deadline=2026-06-21T22:59

      SKBO-000008223 | SKBO→OJAI | cant=1 | creado=2026-06-19T23:13 | deadline=2026-06-21T23:13

      SKBO-000008224 | SKBO→EDDI | cant=1 | creado=2026-06-19T23:31 | deadline=2026-06-21T23:31

      SKBO-000008225 | SKBO→LOWW | cant=1 | creado=2026-06-19T23:43 | deadline=2026-06-21T23:43

      SKBO-000008226 | SKBO→EKCH | cant=1 | creado=2026-06-19T23:00 | deadline=2026-06-21T23:00

      SKBO-000008227 | SKBO→SEQM | cant=1 | creado=2026-06-20T00:07 | deadline=2026-06-21T00:07

      SKBO-000008228 | SKBO→OMDB | cant=1 | creado=2026-06-20T00:25 | deadline=2026-06-22T00:25

      SKBO-000008229 | SKBO→EHAM | cant=1 | creado=2026-06-20T00:37 | deadline=2026-06-22T00:37

      SKBO-000008230 | SKBO→EKCH | cant=1 | creado=2026-06-20T00:49 | deadline=2026-06-22T00:49

      SKBO-000008231 | SKBO→VIDP | cant=1 | creado=2026-06-20T00:01 | deadline=2026-06-22T00:01
