[BUSQUEDA RUTAS] 702 tareas de busqueda paralela completadas [151ms]
[BUSQUEDA RUTAS] 2246 tareas de busqueda paralela completadas [2142ms]
  [DIAG-ALNS] PAQUETES INCOMPLETOS: 4420
    [SIN RUTAS CANDIDATAS] 4420 paquetes (rutas fuera de deadline o ventana):
      EBCI-000008233 | EBCI→SBBR | cant=1 | creado=2026-06-19T13:26 | deadline=2026-06-21T13:26
      SCEL-000006989 | SCEL→OPKC | cant=1 | creado=2026-06-20T10:09 | deadline=2026-06-22T10:09

      SCEL-000006990 | SCEL→SPIM | cant=1 | creado=2026-06-20T10:15 | deadline=2026-06-21T10:15

      SCEL-000006991 | SCEL→SLLP | cant=1 | creado=2026-06-20T10:21 | deadline=2026-06-21T10:21

      SCEL-000006992 | SCEL→OOMS | cant=1 | creado=2026-06-20T10:38 | deadline=2026-06-22T10:38

      SCEL-000006993 | SCEL→OOMS | cant=1 | creado=2026-06-20T10:41 | deadline=2026-06-22T10:41

      SCEL-000006994 | SCEL→SBBR | cant=1 | creado=2026-06-20T10:51 | deadline=2026-06-21T10:51

      SCEL-000006995 | SCEL→LKPR | cant=1 | creado=2026-06-20T11:07 | deadline=2026-06-22T11:07

      SCEL-000006996 | SCEL→VIDP | cant=1 | creado=2026-06-20T11:12 | deadline=2026-06-22T11:12

      SCEL-000006999 | SCEL→VIDP | cant=1 | creado=2026-06-20T11:46 | deadline=2026-06-22T11:46

      SCEL-000007000 | SCEL→SBBR | cant=1 | creado=2026-06-20T11:59 | deadline=2026-06-21T11:59

      SCEL-000007001 | SCEL→LBSF | cant=1 | creado=2026-06-20T12:09 | deadline=2026-06-22T12:09

      SCEL-000007003 | SCEL→LOWW | cant=1 | creado=2026-06-20T12:22 | deadline=2026-06-22T12:22

      SCEL-000007004 | SCEL→SVMI | cant=1 | creado=2026-06-20T12:38 | deadline=2026-06-21T12:38

      SCEL-000007005 | SCEL→LDZA | cant=1 | creado=2026-06-20T12:40 | deadline=2026-06-22T12:40

      SCEL-000007006 | SCEL→SLLP | cant=1 | creado=2026-06-20T12:52 | deadline=2026-06-21T12:52

      SCEL-000007007 | SCEL→LKPR | cant=1 | creado=2026-06-20T13:02 | deadline=2026-06-22T13:02

      SCEL-000007009 | SCEL→SVMI | cant=1 | creado=2026-06-20T13:22 | deadline=2026-06-21T13:22

      SCEL-000007010 | SCEL→OYSN | cant=1 | creado=2026-06-20T13:34 | deadline=2026-06-22T13:34

      SCEL-000007011 | SCEL→SABE | cant=1 | creado=2026-06-20T13:44 | deadline=2026-06-21T13:44

      SCEL-000007012 | SCEL→SBBR | cant=1 | creado=2026-06-20T13:51 | deadline=2026-06-21T13:51

      SCEL-000007013 | SCEL→SPIM | cant=1 | creado=2026-06-20T14:08 | deadline=2026-06-21T14:08

      SCEL-000007014 | SCEL→LOWW | cant=1 | creado=2026-06-20T14:18 | deadline=2026-06-22T14:18

      SCEL-000007015 | SCEL→SVMI | cant=1 | creado=2026-06-20T14:26 | deadline=2026-06-21T14:26

      SCEL-000007016 | SCEL→VIDP | cant=1 | creado=2026-06-20T14:38 | deadline=2026-06-22T14:38

      SCEL-000007017 | SCEL→OJAI | cant=1 | creado=2026-06-20T14:45 | deadline=2026-06-22T14:45

      SCEL-000007018 | SCEL→EDDI | cant=1 | creado=2026-06-20T14:53 | deadline=2026-06-22T14:53

      SCEL-000007019 | SCEL→EDDI | cant=1 | creado=2026-06-20T15:06 | deadline=2026-06-22T15:06

      SCEL-000007020 | SCEL→LBSF | cant=1 | creado=2026-06-20T15:18 | deadline=2026-06-22T15:18

      SCEL-000007021 | SCEL→OPKC | cant=1 | creado=2026-06-20T15:26 | deadline=2026-06-22T15:26

      SCEL-000007022 | SCEL→OPKC | cant=1 | creado=2026-06-20T15:35 | deadline=2026-06-22T15:35

      SCEL-000007023 | SCEL→EHAM | cant=1 | creado=2026-06-20T15:49 | deadline=2026-06-22T15:49

      SCEL-000007024 | SCEL→LKPR | cant=1 | creado=2026-06-20T15:53 | deadline=2026-06-22T15:53

      SCEL-000007025 | SCEL→OSDI | cant=1 | creado=2026-06-20T16:02 | deadline=2026-06-22T16:02

      SCEL-000007026 | SCEL→SKBO | cant=1 | creado=2026-06-20T16:18 | deadline=2026-06-21T16:18

      SCEL-000007027 | SCEL→EDDI | cant=1 | creado=2026-06-20T16:24 | deadline=2026-06-22T16:24

      SCEL-000007028 | SCEL→LOWW | cant=1 | creado=2026-06-20T16:33 | deadline=2026-06-22T16:33

      SCEL-000007029 | SCEL→EDDI | cant=1 | creado=2026-06-20T16:40 | deadline=2026-06-22T16:40

      SCEL-000007030 | SCEL→LKPR | cant=1 | creado=2026-06-20T16:59 | deadline=2026-06-22T16:59

      SCEL-000007031 | SCEL→EKCH | cant=1 | creado=2026-06-20T17:02 | deadline=2026-06-22T17:02

      SCEL-000007032 | SCEL→EKCH | cant=1 | creado=2026-06-20T17:19 | deadline=2026-06-22T17:19

      SCEL-000007033 | SCEL→LKPR | cant=1 | creado=2026-06-20T17:20 | deadline=2026-06-22T17:20

      SCEL-000007034 | SCEL→UBBB | cant=1 | creado=2026-06-20T17:30 | deadline=2026-06-22T17:30

      SCEL-000007035 | SCEL→VIDP | cant=1 | creado=2026-06-20T17:45 | deadline=2026-06-22T17:45

      SCEL-000007036 | SCEL→EBCI | cant=1 | creado=2026-06-20T17:58 | deadline=2026-06-22T17:58

      SCEL-000007037 | SCEL→OJAI | cant=1 | creado=2026-06-20T18:06 | deadline=2026-06-22T18:06

      SCEL-000007039 | SCEL→UBBB | cant=1 | creado=2026-06-20T18:20 | deadline=2026-06-22T18:20

      SCEL-000007040 | SCEL→SGAS | cant=1 | creado=2026-06-20T18:33 | deadline=2026-06-21T18:33

      SCEL-000007041 | SCEL→EDDI | cant=1 | creado=2026-06-20T18:43 | deadline=2026-06-22T18:43

      SCEL-000007043 | SCEL→EHAM | cant=1 | creado=2026-06-20T19:07 | deadline=2026-06-22T19:07

      SCEL-000007044 | SCEL→EDDI | cant=1 | creado=2026-06-20T19:14 | deadline=2026-06-22T19:14

      SCEL-000007045 | SCEL→OYSN | cant=1 | creado=2026-06-20T19:27 | deadline=2026-06-22T19:27

      SCEL-000007047 | SCEL→EKCH | cant=1 | creado=2026-06-20T19:47 | deadline=2026-06-22T19:47

      SCEL-000007048 | SCEL→SLLP | cant=1 | creado=2026-06-20T19:55 | deadline=2026-06-21T19:55

      SCEL-000007051 | SCEL→LBSF | cant=1 | creado=2026-06-20T20:26 | deadline=2026-06-22T20:26

      SCEL-000007052 | SCEL→LKPR | cant=1 | creado=2026-06-20T20:34 | deadline=2026-06-22T20:34

      SCEL-000007053 | SCEL→SGAS | cant=1 | creado=2026-06-20T20:47 | deadline=2026-06-21T20:47

      SCEL-000007054 | SCEL→SVMI | cant=1 | creado=2026-06-20T20:57 | deadline=2026-06-21T20:57

      SCEL-000007056 | SCEL→OSDI | cant=1 | creado=2026-06-20T21:16 | deadline=2026-06-22T21:16

      SCEL-000007057 | SCEL→SLLP | cant=1 | creado=2026-06-20T21:21 | deadline=2026-06-21T21:21

      SCEL-000007058 | SCEL→SBBR | cant=1 | creado=2026-06-20T21:30 | deadline=2026-06-21T21:30

      SCEL-000007059 | SCEL→SLLP | cant=1 | creado=2026-06-20T21:44 | deadline=2026-06-21T21:44

      SCEL-000007060 | SCEL→SGAS | cant=1 | creado=2026-06-20T21:55 | deadline=2026-06-21T21:55

      SCEL-000007062 | SCEL→SEQM | cant=1 | creado=2026-06-20T22:18 | deadline=2026-06-21T22:18

      SCEL-000007063 | SCEL→SLLP | cant=1 | creado=2026-06-20T22:20 | deadline=2026-06-21T22:20

      SCEL-000007064 | SCEL→OOMS | cant=1 | creado=2026-06-20T22:36 | deadline=2026-06-22T22:36

      SCEL-000007065 | SCEL→VIDP | cant=1 | creado=2026-06-20T22:43 | deadline=2026-06-22T22:43

      SCEL-000007066 | SCEL→SLLP | cant=1 | creado=2026-06-20T22:52 | deadline=2026-06-21T22:52

      SCEL-000007067 | SCEL→LOWW | cant=1 | creado=2026-06-20T23:01 | deadline=2026-06-22T23:01

      SCEL-000007068 | SCEL→LATI | cant=1 | creado=2026-06-20T23:15 | deadline=2026-06-22T23:15

      SCEL-000007069 | SCEL→SBBR | cant=1 | creado=2026-06-20T23:29 | deadline=2026-06-21T23:29

      SCEL-000007070 | SCEL→VIDP | cant=1 | creado=2026-06-20T23:30 | deadline=2026-06-22T23:30

      SCEL-000007071 | SCEL→SVMI | cant=1 | creado=2026-06-20T23:44 | deadline=2026-06-21T23:44

      SCEL-000007072 | SCEL→OSDI | cant=1 | creado=2026-06-20T23:50 | deadline=2026-06-22T23:50

      SCEL-000007073 | SCEL→OMDB | cant=1 | creado=2026-06-21T00:01 | deadline=2026-06-23T00:01

      SCEL-000007074 | SCEL→EBCI | cant=1 | creado=2026-06-21T00:10 | deadline=2026-06-23T00:10

      SCEL-000007075 | SCEL→SBBR | cant=1 | creado=2026-06-21T00:24 | deadline=2026-06-22T00:24

      SCEL-000007076 | SCEL→OOMS | cant=1 | creado=2026-06-21T00:38 | deadline=2026-06-23T00:38

      SCEL-000007077 | SCEL→VIDP | cant=1 | creado=2026-06-21T00:42 | deadline=2026-06-23T00:42

      SCEL-000007078 | SCEL→LDZA | cant=1 | creado=2026-06-21T00:51 | deadline=2026-06-23T00:51

      SCEL-000007079 | SCEL→OSDI | cant=1 | creado=2026-06-21T01:05 | deadline=2026-06-23T01:05

      SCEL-000007080 | SCEL→LATI | cant=2 | creado=2026-06-21T03:14 | deadline=2026-06-23T03:14

      SCEL-000007082 | SCEL→LBSF | cant=2 | creado=2026-06-21T03:43 | deadline=2026-06-23T03:43

      SCEL-000007084 | SCEL→VIDP | cant=2 | creado=2026-06-21T04:06 | deadline=2026-06-23T04:06

      SCEL-000007085 | SCEL→OMDB | cant=2 | creado=2026-06-21T04:24 | deadline=2026-06-23T04:24

      SCEL-000007086 | SCEL→VIDP | cant=2 | creado=2026-06-21T04:40 | deadline=2026-06-23T04:40

      SCEL-000007087 | SCEL→LBSF | cant=2 | creado=2026-06-21T04:46 | deadline=2026-06-23T04:46

      SCEL-000007089 | SCEL→LBSF | cant=2 | creado=2026-06-21T05:10 | deadline=2026-06-23T05:10

      SCEL-000007090 | SCEL→EHAM | cant=2 | creado=2026-06-21T05:26 | deadline=2026-06-23T05:26

      SCEL-000007091 | SCEL→OYSN | cant=2 | creado=2026-06-21T05:36 | deadline=2026-06-23T05:36

      SCEL-000007092 | SCEL→OOMS | cant=2 | creado=2026-06-21T05:58 | deadline=2026-06-23T05:58

      SCEL-000007093 | SCEL→SLLP | cant=2 | creado=2026-06-21T06:08 | deadline=2026-06-22T06:08

      SCEL-000007094 | SCEL→EDDI | cant=2 | creado=2026-06-21T06:24 | deadline=2026-06-23T06:24

      SCEL-000007095 | SCEL→EBCI | cant=2 | creado=2026-06-21T06:29 | deadline=2026-06-23T06:29

      SCEL-000007096 | SCEL→EHAM | cant=2 | creado=2026-06-21T06:41 | deadline=2026-06-23T06:41

      SCEL-000007097 | SCEL→OYSN | cant=2 | creado=2026-06-21T06:56 | deadline=2026-06-23T06:56

      SCEL-000007098 | SCEL→EKCH | cant=2 | creado=2026-06-21T07:16 | deadline=2026-06-23T07:16

      SCEL-000007099 | SCEL→EBCI | cant=2 | creado=2026-06-21T07:25 | deadline=2026-06-23T07:25

      SCEL-000007100 | SCEL→OSDI | cant=2 | creado=2026-06-21T07:40 | deadline=2026-06-23T07:40

      SCEL-000007101 | SCEL→OJAI | cant=2 | creado=2026-06-21T07:52 | deadline=2026-06-23T07:52

      SCEL-000007102 | SCEL→OMDB | cant=2 | creado=2026-06-21T07:08 | deadline=2026-06-23T07:08

      SCEL-000007103 | SCEL→LATI | cant=2 | creado=2026-06-21T08:12 | deadline=2026-06-23T08:12

      SCEL-000007104 | SCEL→OSDI | cant=2 | creado=2026-06-21T08:27 | deadline=2026-06-23T08:27

      SCEL-000007106 | SCEL→EBCI | cant=2 | creado=2026-06-21T08:52 | deadline=2026-06-23T08:52

      SCEL-000007107 | SCEL→EKCH | cant=2 | creado=2026-06-21T09:05 | deadline=2026-06-23T09:05

      SCEL-000007108 | SCEL→EKCH | cant=2 | creado=2026-06-21T09:23 | deadline=2026-06-23T09:23

      SCEL-000007109 | SCEL→OOMS | cant=2 | creado=2026-06-21T09:33 | deadline=2026-06-23T09:33

      SCEL-000007110 | SCEL→OYSN | cant=2 | creado=2026-06-21T09:47 | deadline=2026-06-23T09:47

      SCEL-000007111 | SCEL→SKBO | cant=2 | creado=2026-06-21T09:57 | deadline=2026-06-22T09:57

      SCEL-000007112 | SCEL→LKPR | cant=2 | creado=2026-06-21T10:11 | deadline=2026-06-23T10:11

      SCEL-000007113 | SCEL→OYSN | cant=2 | creado=2026-06-21T10:31 | deadline=2026-06-23T10:31

      SCEL-000007115 | SCEL→OMDB | cant=2 | creado=2026-06-21T10:55 | deadline=2026-06-23T10:55

      SCEL-000007116 | SCEL→LBSF | cant=2 | creado=2026-06-21T11:04 | deadline=2026-06-23T11:04

      SCEL-000007117 | SCEL→EDDI | cant=2 | creado=2026-06-21T11:14 | deadline=2026-06-23T11:14

      SCEL-000007118 | SCEL→SGAS | cant=2 | creado=2026-06-21T11:29 | deadline=2026-06-22T11:29

      SCEL-000007120 | SCEL→SKBO | cant=2 | creado=2026-06-21T11:55 | deadline=2026-06-22T11:55

      SCEL-000007121 | SCEL→LBSF | cant=1 | creado=2026-06-21T12:11 | deadline=2026-06-23T12:11

      SCEL-000007122 | SCEL→SLLP | cant=1 | creado=2026-06-21T12:20 | deadline=2026-06-22T12:20

      SCEL-000007123 | SCEL→SKBO | cant=1 | creado=2026-06-21T12:40 | deadline=2026-06-22T12:40

      SCEL-000007125 | SCEL→OOMS | cant=1 | creado=2026-06-21T12:07 | deadline=2026-06-23T12:07

      SCEL-000007126 | SCEL→EHAM | cant=1 | creado=2026-06-21T13:15 | deadline=2026-06-23T13:15

      SCEL-000007127 | SCEL→SVMI | cant=1 | creado=2026-06-21T13:30 | deadline=2026-06-22T13:30

      SCEL-000007128 | SCEL→UBBB | cant=1 | creado=2026-06-21T13:37 | deadline=2026-06-23T13:37

      SCEL-000007129 | SCEL→SKBO | cant=1 | creado=2026-06-21T13:58 | deadline=2026-06-22T13:58

      SCEL-000007130 | SCEL→SVMI | cant=1 | creado=2026-06-21T14:10 | deadline=2026-06-22T14:10

      SCEL-000007131 | SCEL→SKBO | cant=1 | creado=2026-06-21T14:22 | deadline=2026-06-22T14:22

      SCEL-000007132 | SCEL→SPIM | cant=1 | creado=2026-06-21T14:36 | deadline=2026-06-22T14:36

      SCEL-000007135 | SCEL→SBBR | cant=1 | creado=2026-06-21T15:12 | deadline=2026-06-22T15:12

      SCEL-000007136 | SCEL→SKBO | cant=1 | creado=2026-06-21T15:23 | deadline=2026-06-22T15:23

      SCEL-000007138 | SCEL→EBCI | cant=1 | creado=2026-06-21T15:47 | deadline=2026-06-23T15:47

      SCEL-000007139 | SCEL→OSDI | cant=1 | creado=2026-06-21T16:01 | deadline=2026-06-23T16:01

      SCEL-000007140 | SCEL→SLLP | cant=1 | creado=2026-06-21T16:21 | deadline=2026-06-22T16:21

      SCEL-000007141 | SCEL→EHAM | cant=1 | creado=2026-06-21T16:33 | deadline=2026-06-23T16:33

      SCEL-000007142 | SCEL→SGAS | cant=1 | creado=2026-06-21T16:40 | deadline=2026-06-22T16:40

      SCEL-000007143 | SCEL→OOMS | cant=1 | creado=2026-06-21T16:01 | deadline=2026-06-23T16:01

      SCEL-000007144 | SCEL→SVMI | cant=1 | creado=2026-06-21T17:12 | deadline=2026-06-22T17:12

      SCEL-000007146 | SCEL→LATI | cant=1 | creado=2026-06-21T17:38 | deadline=2026-06-23T17:38

      SCEL-000007147 | SCEL→SGAS | cant=1 | creado=2026-06-21T17:48 | deadline=2026-06-22T17:48

      SCEL-000007148 | SCEL→SLLP | cant=1 | creado=2026-06-21T17:03 | deadline=2026-06-22T17:03

      SCEL-000007149 | SCEL→LKPR | cant=1 | creado=2026-06-21T18:17 | deadline=2026-06-23T18:17

      SCEL-000007150 | SCEL→LBSF | cant=1 | creado=2026-06-21T18:29 | deadline=2026-06-23T18:29

      SCEL-000007151 | SCEL→SKBO | cant=1 | creado=2026-06-21T18:44 | deadline=2026-06-22T18:44

      SCEL-000007153 | SCEL→SPIM | cant=1 | creado=2026-06-21T19:06 | deadline=2026-06-22T19:06

      SCEL-000007154 | SCEL→LBSF | cant=1 | creado=2026-06-21T19:15 | deadline=2026-06-23T19:15

      SCEL-000007157 | SCEL→OAKB | cant=1 | creado=2026-06-21T19:02 | deadline=2026-06-23T19:02

      SCEL-000007158 | SCEL→UBBB | cant=1 | creado=2026-06-21T20:11 | deadline=2026-06-23T20:11

      SCEL-000007160 | SCEL→VIDP | cant=1 | creado=2026-06-21T20:34 | deadline=2026-06-23T20:34

      SCEL-000007161 | SCEL→VIDP | cant=1 | creado=2026-06-21T20:48 | deadline=2026-06-23T20:48

      SCEL-000007162 | SCEL→SLLP | cant=1 | creado=2026-06-21T20:08 | deadline=2026-06-22T20:08

      SCEL-000007163 | SCEL→SVMI | cant=1 | creado=2026-06-21T21:14 | deadline=2026-06-22T21:14

      SCEL-000007164 | SCEL→OYSN | cant=1 | creado=2026-06-21T21:31 | deadline=2026-06-23T21:31

      SCEL-000007165 | SCEL→OSDI | cant=1 | creado=2026-06-21T21:43 | deadline=2026-06-23T21:43

      SCEL-000007166 | SCEL→SVMI | cant=1 | creado=2026-06-21T21:58 | deadline=2026-06-22T21:58

      SCEL-000007169 | SCEL→LOWW | cant=1 | creado=2026-06-21T22:38 | deadline=2026-06-23T22:38

      SCEL-000007170 | SCEL→OAKB | cant=1 | creado=2026-06-21T22:49 | deadline=2026-06-23T22:49

      SCEL-000007171 | SCEL→VIDP | cant=1 | creado=2026-06-21T22:04 | deadline=2026-06-23T22:04

      SCEL-000007172 | SCEL→EBCI | cant=1 | creado=2026-06-21T23:13 | deadline=2026-06-23T23:13

      SCEL-000007173 | SCEL→EDDI | cant=1 | creado=2026-06-21T23:31 | deadline=2026-06-23T23:31

      SCEL-000007174 | SCEL→SABE | cant=1 | creado=2026-06-21T23:39 | deadline=2026-06-22T23:39

      SEQM-000007297 | SEQM→LBSF | cant=1 | creado=2026-06-19T12:05 | deadline=2026-06-21T12:05

      SEQM-000007301 | SEQM→SCEL | cant=1 | creado=2026-06-19T12:41 | deadline=2026-06-20T12:41

      SEQM-000007304 | SEQM→EHAM | cant=1 | creado=2026-06-19T13:15 | deadline=2026-06-21T13:15

      SEQM-000007305 | SEQM→UBBB | cant=1 | creado=2026-06-19T13:24 | deadline=2026-06-21T13:24

      SEQM-000007306 | SEQM→LBSF | cant=1 | creado=2026-06-19T13:38 | deadline=2026-06-21T13:38

      SEQM-000007307 | SEQM→OAKB | cant=1 | creado=2026-06-19T13:47 | deadline=2026-06-21T13:47

      SEQM-000007309 | SEQM→OOMS | cant=1 | creado=2026-06-19T14:05 | deadline=2026-06-21T14:05

      SEQM-000007310 | SEQM→OSDI | cant=1 | creado=2026-06-19T14:16 | deadline=2026-06-21T14:16

      SEQM-000007312 | SEQM→OJAI | cant=1 | creado=2026-06-19T14:36 | deadline=2026-06-21T14:36

      SEQM-000007315 | SEQM→SKBO | cant=1 | creado=2026-06-19T15:03 | deadline=2026-06-20T15:03

      SEQM-000007317 | SEQM→EKCH | cant=1 | creado=2026-06-19T15:22 | deadline=2026-06-21T15:22

      SEQM-000007319 | SEQM→SABE | cant=1 | creado=2026-06-19T15:48 | deadline=2026-06-20T15:48

      SEQM-000007320 | SEQM→OOMS | cant=1 | creado=2026-06-19T15:55 | deadline=2026-06-21T15:55

      SEQM-000007322 | SEQM→VIDP | cant=1 | creado=2026-06-19T16:11 | deadline=2026-06-21T16:11

      SEQM-000007323 | SEQM→UMMS | cant=1 | creado=2026-06-19T16:25 | deadline=2026-06-21T16:25

      SEQM-000007324 | SEQM→OAKB | cant=1 | creado=2026-06-19T16:30 | deadline=2026-06-21T16:30

      SEQM-000007325 | SEQM→OAKB | cant=1 | creado=2026-06-19T16:40 | deadline=2026-06-21T16:40

      SEQM-000007326 | SEQM→SUAA | cant=1 | creado=2026-06-19T16:59 | deadline=2026-06-20T16:59

      SEQM-000007327 | SEQM→OOMS | cant=1 | creado=2026-06-19T17:05 | deadline=2026-06-21T17:05

      SEQM-000007328 | SEQM→EHAM | cant=1 | creado=2026-06-19T17:19 | deadline=2026-06-21T17:19

      SEQM-000007329 | SEQM→OPKC | cant=1 | creado=2026-06-19T17:25 | deadline=2026-06-21T17:25

      SEQM-000007330 | SEQM→UMMS | cant=1 | creado=2026-06-19T17:37 | deadline=2026-06-21T17:37

      SEQM-000007331 | SEQM→OERK | cant=1 | creado=2026-06-19T17:44 | deadline=2026-06-21T17:44

      SEQM-000007333 | SEQM→EHAM | cant=1 | creado=2026-06-19T18:06 | deadline=2026-06-21T18:06

      SEQM-000007334 | SEQM→SGAS | cant=1 | creado=2026-06-19T18:10 | deadline=2026-06-20T18:10

      SEQM-000007335 | SEQM→VIDP | cant=1 | creado=2026-06-19T18:28 | deadline=2026-06-21T18:28

      SEQM-000007336 | SEQM→LBSF | cant=1 | creado=2026-06-19T18:34 | deadline=2026-06-21T18:34

      SEQM-000007337 | SEQM→LDZA | cant=1 | creado=2026-06-19T18:47 | deadline=2026-06-21T18:47

      SEQM-000007338 | SEQM→SABE | cant=1 | creado=2026-06-19T18:55 | deadline=2026-06-20T18:55

      SEQM-000007339 | SEQM→OAKB | cant=1 | creado=2026-06-19T19:07 | deadline=2026-06-21T19:07

      SEQM-000007340 | SEQM→UMMS | cant=1 | creado=2026-06-19T19:14 | deadline=2026-06-21T19:14

      SEQM-000007341 | SEQM→LDZA | cant=1 | creado=2026-06-19T19:24 | deadline=2026-06-21T19:24

      SEQM-000007342 | SEQM→VIDP | cant=1 | creado=2026-06-19T19:36 | deadline=2026-06-21T19:36

      SEQM-000007343 | SEQM→EKCH | cant=1 | creado=2026-06-19T19:40 | deadline=2026-06-21T19:40

      SEQM-000007344 | SEQM→SUAA | cant=1 | creado=2026-06-19T19:58 | deadline=2026-06-20T19:58

      SEQM-000007345 | SEQM→OPKC | cant=1 | creado=2026-06-19T20:07 | deadline=2026-06-21T20:07

      SEQM-000007346 | SEQM→EHAM | cant=1 | creado=2026-06-19T20:14 | deadline=2026-06-21T20:14

      SEQM-000007347 | SEQM→LOWW | cant=1 | creado=2026-06-19T20:29 | deadline=2026-06-21T20:29

      SEQM-000007348 | SEQM→EDDI | cant=1 | creado=2026-06-19T20:36 | deadline=2026-06-21T20:36

      SEQM-000007349 | SEQM→OAKB | cant=1 | creado=2026-06-19T20:42 | deadline=2026-06-21T20:42

      SEQM-000007350 | SEQM→SGAS | cant=1 | creado=2026-06-19T20:51 | deadline=2026-06-20T20:51

      SEQM-000007351 | SEQM→SVMI | cant=1 | creado=2026-06-19T21:09 | deadline=2026-06-20T21:09

      SEQM-000007352 | SEQM→UMMS | cant=1 | creado=2026-06-19T21:14 | deadline=2026-06-21T21:14

      SEQM-000007353 | SEQM→OYSN | cant=1 | creado=2026-06-19T21:27 | deadline=2026-06-21T21:27

      SEQM-000007354 | SEQM→OYSN | cant=1 | creado=2026-06-19T21:34 | deadline=2026-06-21T21:34

      SEQM-000007355 | SEQM→SPIM | cant=1 | creado=2026-06-19T21:43 | deadline=2026-06-20T21:43

      SEQM-000007356 | SEQM→LKPR | cant=1 | creado=2026-06-19T21:54 | deadline=2026-06-21T21:54

      SEQM-000007357 | SEQM→SCEL | cant=1 | creado=2026-06-19T22:07 | deadline=2026-06-20T22:07

      SEQM-000007358 | SEQM→SABE | cant=1 | creado=2026-06-19T22:16 | deadline=2026-06-20T22:16

      SEQM-000007359 | SEQM→SBBR | cant=1 | creado=2026-06-19T22:22 | deadline=2026-06-20T22:22

      SEQM-000007360 | SEQM→SLLP | cant=1 | creado=2026-06-19T22:34 | deadline=2026-06-20T22:34

      SEQM-000007361 | SEQM→EDDI | cant=1 | creado=2026-06-19T22:47 | deadline=2026-06-21T22:47

      SEQM-000007362 | SEQM→SUAA | cant=1 | creado=2026-06-19T22:57 | deadline=2026-06-20T22:57

      SEQM-000007363 | SEQM→OPKC | cant=1 | creado=2026-06-19T23:05 | deadline=2026-06-21T23:05

      SEQM-000007364 | SEQM→LBSF | cant=1 | creado=2026-06-19T23:12 | deadline=2026-06-21T23:12

      SEQM-000007365 | SEQM→EKCH | cant=1 | creado=2026-06-19T23:23 | deadline=2026-06-21T23:23

      SEQM-000007366 | SEQM→OERK | cant=1 | creado=2026-06-19T23:38 | deadline=2026-06-21T23:38

      SEQM-000007367 | SEQM→OOMS | cant=1 | creado=2026-06-19T23:44 | deadline=2026-06-21T23:44
